"Mnemonic","OemCode","Manufacturer","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"OemMthMed2","0x13e1","MTH","MED-LDMX512HUB","4","4","y","y","http:\\www.mthlighting.com"
"OemMthMed1","0x13e0","MTH","MED-LDMX512","1","1","y","y","http:\\www.mthlighting.com"
"OemExalCo1","0x13df","Exalux","Connect-One","0","1","y","n","http:\\www.exalux.eu/"
"OemTmbPPiqm1","0x13de","TMB","ProPlex IQ Manager","0","0","n","y","http:\\www.tmb.lv"
"OemCoNaDnm1","0x13dd","Company NA","DigiNet Manager","0","0","n","y","http:\\www.na.lv"
"OemLemG300s","0x13dc","LeMaitre Ltd","G300-Smart","0","1","n","n","http:\\www.lemaitreltd.com/"
"OemLkeEmj1","0x13db","LKE Lasershow","eXtreme-Motion-Jet","1","0","y","y","http:\\www.lke-lasershow.com"
"OemLkeH2","0x13da","LKE Lasershow","H2O-Motion","1","0","n","y","http:\\www.lke-lasershow.com"
"OemIssSh1","0x13d9","Integrated System Technologies Ltd","Sensor Hub","2","2","y","y","http:\\ist.co.uk"
"OemD3PPr1","0x13d8","d3 Technologies Ltd","Pro Plus range","1","1","n","n","http:\\www.d3technologies.com"
"OemRdfM4","0x13d7","ROF Electronics","Multi4verse","0","4","y","n","http:\\www.rofelectronics.com"
"OemSwissXnd4","0x13d6","Swisson AG","XND-4","0","4","y","n","http:\\www.swisson.com"
"OemOpitOvc1","0x13d5","Opito Labs GmbH","Opito Video Controller","0","1","n","n","http:\\www.opito.de"
"OemOpitOct1","0x13d4","Opito Labs GmbH","Opito Converter Toolkit","4","4","n","n","http:\\www.opito.de"
"OemAdl14","0x13d3","ADL Electronics Ltd","ADL MediaPlayer","0","1","Y","Y","https://adldc.ru/index.php/catalogue/special-equipment/item/76-adlmediaplayer"
"OemAdl13","0x13d2","ADL Electronics Ltd","ADL Dimmer 220-12d-x","1","0","N","Y",""
"OemAdl12","0x13d1","ADL Electronics Ltd","ADL DimmerCabinet CPU","1","0","N","N","https://adldc.ru/index.php/catalogue/dimmer-kabinety/item/48-modul-upravleniya-cpu-dlya-adl-dcab"
"OemAdl11","0x13d0","ADL Electronics Ltd","ADL DC IKB","1","0","N","N",""
"OemAdl10","0x13cf","ADL Electronics Ltd","ADL DC WSO (operator workstation)","1","1","N","N","https://adldc.ru/index.php/catalogue/directcontrol/pulty-adl-dc/item/33-rso-adl-dc-rabochaya-stantsiya-operatora"
"OemAdl9","0x13ce","ADL Electronics Ltd","ADL DC PU-6","0","0","N","N",""
"OemAdl8","0x13cd","ADL Electronics Ltd","ADL DC PU-24C","1","1","N","N","https://adldc.ru/index.php/catalogue/directcontrol/pulty-adl-dc/item/31-pu-24ts-adl-dc"
"OemAdl7","0x13cc","ADL Electronics Ltd","ADL DC PU-24","1","1","N","N","https://adldc.ru/index.php/catalogue/directcontrol/pulty-adl-dc/item/30-pu-24-adl-dc-poe"
"OemAdl6","0x13cb","ADL Electronics Ltd","ADL DMX NetGate ALARM","0","2","Y","Y","https://adldc.ru/index.php/catalogue/data-transfer/item/68-adl-dmx-netgate-mchs"
"OemAdl5","0x13ca","ADL Electronics Ltd","ADL DMX NetGate DIN","2","2","Y","Y",""
"OemAdl4","0x13c9","ADL Electronics Ltd","ADL DMX NetGate+ RDM","4","4","Y","Y","https://adldc.ru/index.php/catalogue/data-transfer/item/67-adl-dmx-netgate-rdm-xlr"
"OemAdl3","0x13c8","ADL Electronics Ltd","ADL DMX NetGate RDM","0","4","Y","Y",""
"OemAdl2","0x13c7","ADL Electronics Ltd","ADL DMX NetGate +","4","4","Y","N","https://adldc.ru/index.php/catalogue/data-transfer/item/66-adl-dmx-netgate"
"OemAdl1","0x13c6","ADL Electronics Ltd","ADL DMX NetGate","0","4","Y","N","https://adldc.ru/index.php/catalogue/data-transfer/item/65-adl-dmx-netgate"
"OemGlpGt1","0x13c5","GLP German Light Products GmbH","GT-1","1","0","y","y","http:\\www.glp.de"
"OemSwgEasy1","0x13c4","SWGroup","Easydim","0","1","y","n","http:\\www.sw-g.ru"
"OemDmgUbb1","0x13c3","DMG Technologies DMG Lumiere","Universal battery box","4","4","Y","Y","http:\\www.dmglumiere.com"
"OemAdjAir1","0x13c2","ADJ Products","Airstream DMX Bridge","0","1","y","n","http:\\www.adj.com/airstream-dmx-bridge"
"OemSghMartin1","0x13c1","SGH","Martin","4","4","y","y","http:\\www.voice-light.com/"
"OemLichtLt1","0x13c0","Licht Team","LT1","4","0","n","y","http:\\licht.team"
"OemArcLf150f1","0x13b2","ARC Solid-State Lighting Corporation","LF150 Flood Light","1","0","y","y","http:\\www.arclight.com.tw"
"OemArcLf75f1","0x13b1","ARC Solid-State Lighting Corporation","LF75 Flood Light","1","0","y","y","http:\\www.arclight.com.tw"
"OemArcCvd1","0x13b0","ARC Solid-State Lighting Corporation","Constant Voltage Driver","1","0","y","y","http:\\www.arclight.com.tw"
"OemCallegPixD1","0x13a1","Callegenix LLC","Pixel Driver","0","0","n","y","http:\\lumiblox.com/lumiblox"
"OemCallegDmxCom1","0x13a0","Callegenix LLC","DMX Commander","2","2","y","n","http:\\lumiblox.com/lumiblox"
"OemAdjFlashK1","0x1390","ADJ Products","Flash Kling Panel","1","1","y","n","http:\\www.adj.com/flash-kling-panel-64"
"OemImmersiveCanvas1","0x1380","Immersive Design Studios inc","Canvas","1","0","n","n","http:\\www.immersivedesignstudios.com"
"OemNisconRay1","0x1370","NISCON Inc.","RAYNOK Motion Control System","4","4","y","n","http:\\www.nisconinc.com"
"OemArri1","0x1360","Arnold & Richter Cine Technik GmbH","ARRI","0","1","y","y","http:\\www.arri.com"
"OemImageEngBc1","0x1350","Image Engineering","Beam Composer","1","0","n","n","http:\\www.imageengineering.com"
"OemSeikoEpPro","0x1340","Seiko Epson Corporation","Projector","0","4","n","n","http:\\www.epson.com/"
"OemDeskC2","0x1331","deskontrol electronics","deskontroller pro","0","4","y","n","http:\\www.deskontrol.net"
"OemDeskC1","0x1330","deskontrol electronics","deskontroller","0","4","y","n","http:\\www.deskontrol.net"
"OemLumPulCboxe","0x1321","Lumenpulse Lighting, Inc.","CBOX Ethernet","0","4","y","y","Company URL: http:\\www.lumenpulse.com"
"OemLumPulCove1","0x1320","Lumenpulse Lighting Inc.","Lumencove XT Ethernet Enabled","2","2","y","y","http:\\www.lumenpulse.com/en/"
"OemSteinP4a","0x1310","Steinigke Showtechnic GmbH","PSU-4A","1","0","y","n","http:\\www.steinigke.com"
"OemHplDelta8","0x1300","HPL Company","Delta 8 Node","4","4","y","y","http:\\www.hpl.com.br"
"OemChauvetVipD43s","0x12fb","Chauvet Professional","VIP Drive 43s","1","0","n","n","www.chauvetprofessional.com"
"OemChauvetOvB2805fc","0x12fa","Chauvet Professional","Ovation B-2805FC","1","0","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetOvB565fc","0x12f9","Chauvet Professional","Ovation B-565FC","1","0","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetMavMkx1","0x12f8","Chauvet Professional","Maverick Mkx1 Wash","1","1","y","n","http:\\www.chauvetprofessional.com"
"OemChauvetMavMk1w","0x12f7","Chauvet Professional","Maverick Mk1 Wash","1","1","y","n","http:\\www.chauvetprofessional.com"
"OemChauvetMavMk2","0x12f6","Chauvet Professional","Maverick Mk2","1","1","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetNexus41","0x12f5","Chauvet Professional","Nexus 4x1","1","0","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetNexus22","0x12f4","Chauvet Professional","Nexus 2x2","1","0","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetNexus44","0x12f3","Chauvet Professional","Nexus 4x4","1","0","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetNetx","0x12f2","Chauvet Professional","Net-X","4","4","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetEd642","0x12f1","Chauvet Professional","Epix Drive 642","4","0","n","n","http:\\www.chauvetprofessional.com"
"OemChauvetEd900","0x12f0","Chauvet Professional","Epix Drive 900","3","0","n","n","http:\\www.chauvetprofessional.com"
"OemStrand65162","0x12e5","Strand Lighting","2 Port Node, PN 65162","2","2","y","y","http:\\www.strandlighting.com/"
"OemStrand65168","0x12e4","Strand Lighting","8 Port Node, PN 65168","4","4","y","y","http:\\www.strandlighting.com/"
"OemStrand74261","0x12e3","Strand Lighting","3 Port Embedded PCB, PN 74261","3","3","y","y","http:\\www.strandlighting.com/"
"OemStrand970387","0x12e2","Strand Lighting","3 Port DIN PCB, PN 97-0387","3","3","y","y","http:\\www.strandlighting.com/"
"OemStrand65163","0x12e1","Strand Lighting","3 Port Node, PN 65163","3","3","y","y","http:\\www.strandlighting.com/"
"OemStrand65161","0x12e0","Strand Lighting","Single Gang Node, PN 65161","1","1","y","y","http:\\www.strandlighting.com/"
"OemIntTechCueServ2","0x12d0","Interactive Technologies Inc","CueServer 2","4","4","y","y","http:\\interactive-online.com"
"OemJmsPlWanDmx1","0x12c0","JMS Pro Light","WLAN2DMX","0","1","y","n","http:\\www.wlan2dmx.com"
"OemBriteqBm5a","0x12b3","Briteq","BEAM MATRIX5x5-RGBW","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBriteqBw5a","0x12b2","Briteq","BEAM WIZARD5x5","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBriteqBb10a","0x12b1","Briteq","BEAMBAR10-RGBW","1","1","y","y","http:\\www.briteq-lighting.com"
"OemBriteqBb5a","0x12b0","Briteq","BEAMBAR5-RGBW","1","1","y","y","http:\\www.briteq-lighting.com"
"OemRobertJulMerlin1","0x12a1","Robert Juliat","Merlin","1","0","y","y","http:\\www.robertjuliat.com/ambiance_lighting/dalis.html#.VegURpcQHO0"
"OemRobertJulDalis1","0x12a0","Robert Juliat","Dalis Reference : 860","1","1","y","y","http:\\www.robertjuliat.com/ambiance_lighting/dalis.html#.VegURpcQHO0"
"OemPeterMeyProDmxD1","0x1290","Peter Meyer Project Management Adviser GmbH","PMA DMX Driver","0","1","n","y","http:\\www.pm-pma.de"
"OemArcSslcDc1","0x1280","ARC Solid-State Lighting Corporation","DMX Converter","0","4","y","y","http:\\www.arclight.com.tw"
"OemVisProdCc2","0x1273","Visual Productions","CueCore2","4","4","y","n","http:\\www.visualproductions.nl"
"OemVisProdQc1","0x1272","Visual Productions","QuadCore","4","4","y","n","http:\\www.visualproductions.nl"
"OemVisProdLpu2","0x1271","Visual Productions","LPU-2","0","1","y","n","http:\\www.visualproductions.nl"
"OemVisProdLpu1","0x1270","Visual Productions","LPU-1","0","1","y","n","http:\\www.visualproductions.nl"
"OemImmDesStuCan1","0x1260","Immersive Design Studios","Canvas","1","1","y","n","http:\\www.immersivedesignstudios.com"
"OemClaudeHeinDesLxCon1","0x1250","Claude Heintz Design","LXConsole","1","1","n","n","http:\\www.lx.claudeheintzdesign.com"
"OemGuangHongQ5t","0x1240","Guangzhou Hongcai Stage Equipment co","Q-5 Turbo","1","0","y","y","http:\\www.jollylighting.com/en/product_show.php?id=87"
"OemEdKeeDesAlr1","0x1230","Ed Keefe Design","Advanced Laser Router","1","0","y","y","http:\\edkeefedesign.com"
"OemPacNorthClst","0x1220","Pacific Northwest National Laboratory","PNNL Connected Lighting System Testbed","1","1","y","n","http:\\www.pnnl.gov"
"OemHedlFLA320","0x1211","Highendled Electronics Company Limited","FLA320","0","1","n","n","http:\\www.highendled.com"
"OemHedlFLA308","0x1210","Highendled Electronics Company Limited","FLA308","0","1","n","n","http:\\www.highendled.com"
"OemHuacanH801RT","0x1200","ShenZhen HuaCanXing Technology Co.,Ltd.","H801RT","0","4","y","n","http:\\www.huacanxing.com"
"OemPangoAvrEd","0x11f1","Pangolin Laser Systems Inc","AVR Ethernet DMX","1","1","y","n","http:\\www.pangolin.com"
"OemPangoFb4se","0x11f0","Pangolin Laser Systems Inc","FB4-SE","1","1","y","y","http:\\www.pangolin.com"
"OemHdlDmxNode4","0x11e0","HDL","DMXNode4","4","4","y","y","http:\\www.hdlchina.com.cn"
"OemLightSkyHub1","0x11d0","LIGHT SKY","OemSkyHub","1","1","y","y","http:\\www.lightsky.com.cn/"
"OemRenaB2PPDC","0x11c0","Rena Electronica B.V.","Bits2Power Power Data Controller","0","1","n","y","http:\\www.rena-electronica.com/    "
"OemBigonoffIltos1","0x11b0","Claude Bigonoff","Interface LT Open-source","4","4","y","n","http:\\www.bigonoff.org"
"OemOttecFog1","0x11a0","OTTEC Technology GmbH","Fogmachine","0","1","n","y","http:\\www.ottec.com"
"OemPxmPx357","0x1191","PXM","Px357","0","4","y","n","http:\\www.pxm.eu"
"OemPxmPx314","0x1190","PXM","Px314","0","3","y","n","http:\\www.pxm.eu"
"OemRocrailDay1","0x1180","Rocrail","Rocrail DMX Daylight","0","1","n","n","http:\\www.rocrail.net"
"OemFineline15","0x117f","Fineline Solutions Ltd","Fineline product 15","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline14","0x117e","Fineline Solutions Ltd","Fineline product 14","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline13","0x117d","Fineline Solutions Ltd","Fineline product 13","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline12","0x117c","Fineline Solutions Ltd","Fineline product 12","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline11","0x117b","Fineline Solutions Ltd","Fineline product 11","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline10","0x117a","Fineline Solutions Ltd","Fineline product 10","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline9","0x1179","Fineline Solutions Ltd","Fineline product 9","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline8","0x1178","Fineline Solutions Ltd","Fineline product 8","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline7","0x1177","Fineline Solutions Ltd","Fineline product 7","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline6","0x1176","Fineline Solutions Ltd","Fineline product 6","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline5","0x1175","Fineline Solutions Ltd","Fineline product 5","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline4","0x1174","Fineline Solutions Ltd","Fineline product 4","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline3","0x1173","Fineline Solutions Ltd","Fineline product 3","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline2","0x1172","Fineline Solutions Ltd","Fineline product 2","0","0","n","n","http:\\www.fineline.uk.com"
"OemFineline1","0x1171","Fineline Solutions Ltd","Fineline product 1","0","0","n","n","http:\\www.fineline.uk.com"
"OemFinelineStepper16","0x1170","Fineline Solutions Ltd","16 Channel Stepper Controller","0","1","n","n","http:\\www.fineline.uk.com"
"OemBeglecBm55","0x1162","BEGLEC","BEAM MATRIX5x5-RGBW","1","1","y","y","http://www.briteq-lighting.com"
"OemBeglecPm55","0x1161","BEGLEC","POWERMATRIX5x5-RGB Mk2          ","1","1","y","y","http://www.briteq-lighting.com"
"OemBeglecN28","0x1160","BEGLEC","BT-NODE28           ","1","1","y","y","http://www.briteq-lighting.com"
"OemSteinigkeSb10","0x1155","Steinigke Showtechnic GmbH","Stage Bar 10","0","1","n","n","http://www.steinigke.com"
"OemSteinigkeSb5","0x1154","Steinigke Showtechnic GmbH","Stage Bar 5","0","1","n","n","http://www.steinigke.com"
"OemSteinigkeZ1","0x1153","Steinigke Showtechnic GmbH","Zeitgeist PMC-16","1","0","y","n","http://www.steinigke.com"
"OemSteinigkePix1","0x1152","Steinigke Showtechnic GmbH","Pixel Ball","0","1","y","n","http://www.steinigke.com"
"OemSteinigkeN1","0x1151","Steinigke Showtechnic GmbH","Node 1","0","1","y","n","http://www.steinigke.com"
"OemSteinigkeP8","0x1150","Steinigke Showtechnic GmbH","PSU-8A","0","4","n","n","http://www.steinigke.com"
"OemDPIHVMirror1","0x1140","Dynamic Projection Institute Herstellungs und Vertriebs GmbH","Mirror Head","0","1","n","n","http:\\www.dynamicprojection.com/mirror-head-en-2/"
"OemMcswe2048","0x1131","GuangZhou MCSWE Technologies","MCSWE 2048","4","4","y","n","http://www.mcswe.com"
"OemMcswe1024","0x1130","GuangZhou MCSWE Technologies","MCSWE 1024","2","2","y","n","http://www.mcswe.com"
"OemMogees1","0x1120","Mogees Ltd","Mogees","0","4","n","n","http:\\mogees.co.uk/"
"OemRadigEdc01","0x1110","Radig Hard - Software","EDC-01","1","4","y","n","http://www.ulrichradig.de"
"OemSigmaNetE81","0x1100","Sigma Net","E-NODE 8-1","0","4","y","n",""
"OemKuwatecDiaHeart1","0x10f0","kuwatec Inc.","DIAheart","0","0","y","n","http:\\www.kuwatec.co.jp/synvisum/en/"
"OemZingTukra1","0x10e5","Zingerli Show Engineering","Tukra","0","0","n","y","http:\\www.zingerli.com/"
"OemZingSina1","0x10e4","Zingerli Show Engineering","Sina","0","1","n","y","http:\\www.zingerli.com/"
"OemZingPina1","0x10e3","Zingerli Show Engineering","Pina","0","1","n","y","http:\\www.zingerli.com/"
"OemZingKailua2","0x10e2","Zingerli Show Engineering","Kailua 2","1","1","y","y","http:\\www.zingerli.com/"
"OemZingKailua","0x10e1","Zingerli Show Engineering","Kailua","0","0","n","y","http:\\www.zingerli.com/"
"OemZingKatlait","0x10e0","Zingerli Show Engineering","Katlait","3","4","y","y","http:\\www.zingerli.com/"
"OemLumaxIlda","0x10d0","Lumax","LumaxNET ILDA Interface","1","1","y","n","http:\\www.lumaxlighting.com/"
"OemAvstWas","0x10c0","AV Stumpfl GmbH","Wings AV Suite","4","4","n","n","http:\\www.avstumpfl.com/en"
"OemAcmXp","0x10b0","ACME","XP-1000 SZ","1","0","y","y",""
"OemAdvP04","0x10a1","Advatek Lighting","PixLite 4","0","4","n","n","http:\\www.advateklights.com/"
"OemAdvP16","0x10a0","Advatek Lighting","PixLite 16","0","4","n","n","http:\\www.advateklights.com/"
"OemIstImune","0x1090","Integrated System Technologies Ltd","iMune","4","4","n","n","http:\\www.istl.com/"
"OemVuppImer","0x1080","wupperTec","iMerge","4","4","y","n",""
"OemLiacReac","0x1070","LightAct d.o.o.","reActor","1","2","y","n","http:\\www.lightact-systems.com/"
"OemInnoId4","0x1065","Innovation LED Limited","Ether DMX 4","4","4","y","y",""
"OemInnoId2","0x1064","Innovation LED Limited","Ether DMX 2","2","2","y","y",""
"OemInnoId1","0x1063","Innovation LED Limited","Ether DMX 1","1","1","y","y",""
"OemInnoIag","0x1062","Innovation LED Limited","Ilumo ARC Gateway","1","1","y","y",""
"OemInnoIc1","0x1061","Innovation LED Limited","Ilumo Cyc 1","1","1","y","y",""
"OemInnoIzs","0x1060","Innovation LED Limited","Ilumo Zoom Spot","1","1","y","y",""
"OemAckCl32","0x1051","Ackerman Computer Sciences","Color LCD 320x240 Terminal","0","1","n","n","http:\\www.acscontrol.com/index_ACS.asp"
"OemAckCfs","0x1050","Ackerman Computer Sciences","CFSound-IV – Compact Flash Sound Player IV","1","1","n","n","http:\\www.acscontrol.com/index_ACS.asp"
"OemVisProQco","0x1041","Visual Productions","QuadCore","0","4","y","n","http:\\www.visualproductions.nl/"
"OemVisProCty","0x1040","Visual Productions","Cuety","0","1","y","n","http:\\www.visualproductions.nl/"
"OemHighElecLedPsu10","0x1034","Highendled Electronics Company Limited","PSU-10A","0","2","n","n","http:\\www.be-lighting.com/"
"OemHighElecUlt538","0x1033","Highendled Electronics Company Limited","ULT538","0","1","n","n","http:\\www.be-lighting.com/"
"OemHighElecFla472","0x1032","Highendled Electronics Company Limited","FLA472","0","1","n","n","http:\\www.be-lighting.com/"
"OemHighElecPix101","0x1031","Highendled Electronics Company Limited","PIX101","0","1","n","n","http:\\www.be-lighting.com/"
"OemHighElecEzk456","0x1030","Highendled Electronics Company Limited","EZK456","0","1","y","n","http:\\www.be-lighting.com/"
"OemNicoTechDi4504","0x1020","Nico Technology","Nico DMX interface 4504","0","4","y","n",""
"OemTnfConceptTrsD512","0x1010","TNF Concept","RTS DMX 512","0","1","n","n","http:\\tnfconcept.com/"
"OemIpDmxControlDx12","0x1000","IP-DMX Control","ip-dmx dx 1,2","0","1","y","n",""
"OemTotalLxEtherQuad","0x0ff0","Total Light","Ether Quad","4","4","y","n",""
"OemTechKnowRx2","0x0fe3","techKnow Design","techNodeRx2","2","0","y","n",""
"OemTechKnowRx1","0x0fe2","techKnow Design","techNodeRx1","1","0","y","n",""
"OemTechKnowTx2","0x0fe1","techKnow Design","techNodeTx2","0","2","y","y",""
"OemTechKnowTx1","0x0fe0","techKnow Design","techNodeTx1","0","1","y","y",""
"OemInventDigidotC4","0x0fd0","DiGidot","DiGidot C-4","4","4","y","y","http://www.digidot.eu"
"OemSigmaNetAm8","0x0fc0","Sigma Net","AM-8","1","3","y","n",""
"OemGlowMoGhostTx","0x0fb0","Glow Motion Technologies LLC","Ghostband Transmitter","1","0","n","n","http:\\www.glowmotiontechnologies.com/"
"OemDiamLxDxNetOut","0x0fa0","Diamante Lighting","DMNet Out","0","2","y","n","http:\\www.diamantelighting.com/"
"OemPanProj1","0x0f91","Panasonic Corporation","Projector","1","0","y","n","http:\\www.panasonic.net/"
"OemPanEmitAx","0x0f90","Panasonic Corporation","EMIT-AX","2","2","y","n","http:\\www.panasonic.net/"
"OemVtcWrdm1","0x0f80","VT-Control","WRDM V1.0","1","1","y","y",""
"OemPhilipsLtp1","0x0f70","Philips Large Luminous Surfaces","Luminous Textile Panel","0","4","n","n","http:\\www.largeluminoussurfaces.com/"
"OemIstIdriveGateWay","0x0f61","Integrated System Technologies Ltd","iDrive Gateway 12","4","4","y","y","http:\\www.istl.com/"
"OemIstIdrivePixLed","0x0f60","Integrated System Technologies Ltd","iDrive PixelLED","4","4","y","y","http:\\www.istl.com/"
"OemKuwEtherMx1","0x0f50","kuwatec Inc.","EtherMX","4","4","y","y","http:\\www.kuwatec.co.jp/synvisum/en/"
